,Customer ID,Circle Name,Age,Gender,Pincode,Age On Network,Connection Type (Prepaid/Postpaid),Voice Usage (Slab),Data Usage (Slab),Sms Usage (Slab),ARPU,ISD Usage,IR Usage,Amazon Prime User,Netflix User,Sender ID,VAS Subscription,VIL App Web (Login/Registration),Active User (App / Web),Recharge Own Asset,Recharge Aggregator (Value),Recharge Aggregator (Volume),Recharge Aggregator (Partner Category),Bill Payment Own Asset,Bill Payment Aggregator (Value),Bill Payment Aggregator (Volume),Bill Payment Aggregator (Partner Name),Content App Stream,Content App Active User,Content App (Movie/Live TV/Shows),Content Genre,Content Language,Credit Limit,Category DND Flag,Brand Identifier
7714,7714,Safidon,50-55,M,126113,6-8 Months,Prepaid,301-500,10GB-15GB,>1000,301-500,No,Yes,No,Yes,Entertainment,No,No,No,Yes,301-500,8,Payment Banking,No,501-750,4,Wallet,Yes,Yes,Movies,Sci-fi,English,1500,No,Idea
7715,7715,Golconda,20-25,F,500008,4-6 Months,Prepaid,250-300,2.5GB-5GB,751-1000,301-500,No,Yes,Yes,No,,Yes,Yes,No,No,51-100,5,Payment Banking,No,301-500,7,Wallet,Yes,Yes,Shows,Comedy,English,2500,Yes,Vodafone
7716,7716,Khagaria,45-50,M,851204,0-2 Months,Postpaid,1001-1500,10GB-15GB,250-300,1-50,No,Yes,No,No,Healthcare,No,Yes,No,Yes,501-750,2,Payment Banking,No,751-1000,0,Payment Banking,No,Yes,Live TV,Horror,Hindi,1500,Yes,Idea
7717,7717,Amreli,35-40,M,365640,20-22 Months,Postpaid,1-50,5GB-7.5GB,101-150,201-250,Yes,Yes,No,Yes,Entertainment,Yes,Yes,Yes,No,51-100,6,Wallet,Yes,>1000,8,Wallet,No,Yes,Movies,Horror,English,2500,Yes,Vodafone
7718,7718,Nagapattinam,45-50,M,611109,0-2 Months,Postpaid,51-100,5GB-7.5GB,101-150,51-100,Yes,Yes,No,No,Banking Services,No,No,No,No,250-300,5,Wallet,No,301-500,6,Wallet,Yes,Yes,Live TV,Comedy,Hindi,5000,No,Idea
7719,7719,Neyyattinkara,65-70,F,695573,8-10 Months,Prepaid,1-50,5GB-7.5GB,201-250,501-750,No,No,Yes,Yes,,Yes,Yes,No,No,>1000,1,Payment Banking,No,1-50,1,Payment Banking,No,No,Shows,Comedy,English,6000,Yes,Idea
7720,7720,Kalwan,55-60,F,423502,0-2 Months,Prepaid,1001-1500,0GB-0.5GB,1-50,250-300,Yes,Yes,No,Yes,,No,Yes,No,Yes,250-300,6,Payment Banking,No,>1000,1,Payment Banking,No,No,Live TV,Fantasy,Hindi,10000,Yes,Vodafone
7721,7721,Jajpur,30-35,F,755036,4-6 Months,Prepaid,301-500,7.5GB-10GB,101-150,>1000,Yes,Yes,Yes,No,Healthcare,Yes,Yes,Yes,No,501-750,0,Payment Banking,Yes,751-1000,7,Wallet,No,No,Live TV,Thriller,Hindi,3000,No,Vodafone
7722,7722,Faridpur,35-40,M,243503,16-18 Months,Postpaid,201-250,1.5GB-2GB,501-750,751-1000,Yes,No,No,No,Lifestyle,Yes,Yes,No,No,>1000,0,Wallet,No,250-300,1,Payment Banking,No,No,Shows,Romance,English,6000,Yes,Idea
7723,7723,Jamai,60-65,F,480555,8-10 Months,Postpaid,751-1000,7.5GB-10GB,751-1000,101-150,Yes,No,No,No,Shopping,Yes,No,No,Yes,101-150,2,Wallet,Yes,151-200,4,Payment Banking,Yes,No,Shows,Action,Hindi,500,Yes,Idea
7724,7724,Shehera,50-55,F,389210,8-10 Months,Postpaid,1001-1500,2GB-2.5GB,101-150,>1000,No,Yes,No,No,Banking Services,Yes,No,No,No,>1000,3,Wallet,Yes,301-500,9,Wallet,No,No,Shows,Comedy,English,5000,No,Vodafone
7725,7725,Mankapur,45-50,F,271305,12-14 Months,Postpaid,1501-2000,>15GB,250-300,501-750,No,Yes,No,No,Banking Services,Yes,No,Yes,No,301-500,8,Wallet,Yes,301-500,7,Wallet,Yes,Yes,Movies,Action,Hindi,8000,Yes,Idea
7726,7726,Polavaram Mandalam,65-70,F,534315,14-16 Months,Postpaid,501-750,5GB-7.5GB,250-300,501-750,No,No,No,Yes,Entertainment,Yes,Yes,Yes,No,101-150,5,Wallet,No,301-500,9,Payment Banking,No,No,Movies,Romance,Hindi,500,Yes,Idea
7727,7727,Faridabad,25-30,F,121001,0-2 Months,Prepaid,1001-1500,10GB-15GB,51-100,1-50,No,Yes,No,Yes,Healthcare,No,Yes,No,Yes,301-500,1,Wallet,Yes,1-50,9,Payment Banking,Yes,Yes,Movies,Sci-fi,Hindi,6000,No,Idea
7728,7728,Sambhal,25-30,F,244301,6-8 Months,Postpaid,250-300,0.5GB-1GB,>1000,301-500,Yes,Yes,Yes,Yes,Healthcare,No,Yes,No,No,1-50,7,Payment Banking,No,751-1000,8,Payment Banking,Yes,No,Shows,Comedy,English,10000,No,Idea
7729,7729,Lawa Sardargarh,40-45,M,313330,16-18 Months,Postpaid,51-100,1.5GB-2GB,>1000,201-250,No,Yes,No,Yes,Travel,No,No,Yes,Yes,101-150,8,Wallet,Yes,1-50,5,Wallet,No,Yes,Shows,Comedy,Hindi,2500,No,Idea
7730,7730,Pennagaram,20-25,M,636810,22-24 Months,Prepaid,501-750,2.5GB-5GB,501-750,201-250,No,No,No,No,,Yes,Yes,No,Yes,>1000,5,Wallet,Yes,501-750,0,Wallet,No,No,Shows,Action,Hindi,8000,Yes,Idea
7731,7731,Panna,35-40,M,488441,10-12 Months,Prepaid,250-300,5GB-7.5GB,101-150,501-750,No,Yes,Yes,No,Food,Yes,Yes,No,Yes,101-150,2,Wallet,No,>1000,5,Wallet,No,Yes,Live TV,Action,Hindi,3000,No,Idea
7732,7732,Sriganganagar,60-65,M,335002,6-8 Months,Postpaid,201-250,2.5GB-5GB,>1000,151-200,No,Yes,Yes,No,Banking Services,No,Yes,No,No,101-150,9,Payment Banking,Yes,1-50,5,Wallet,No,No,Shows,Thriller,English,8000,No,Idea
7733,7733,Choraut,50-55,M,843319,2-4 Months,Prepaid,201-250,10GB-15GB,501-750,201-250,No,No,Yes,Yes,,Yes,Yes,No,Yes,250-300,0,Payment Banking,Yes,301-500,3,Payment Banking,Yes,Yes,Shows,Horror,Hindi,4000,No,Vodafone
7734,7734,,25-30,F,205264,6-8 Months,Postpaid,101-150,2GB-2.5GB,301-500,501-750,Yes,No,No,Yes,Banking Services,Yes,Yes,No,No,201-250,5,Wallet,Yes,250-300,3,Payment Banking,No,Yes,Movies,Thriller,English,9000,Yes,Idea
7735,7735,Asop,20-25,M,342901,4-6 Months,Prepaid,51-100,5GB-7.5GB,250-300,>1000,Yes,No,Yes,No,Food,No,Yes,No,No,101-150,5,Wallet,No,201-250,9,Wallet,Yes,Yes,Live TV,Comedy,Hindi,2500,Yes,Vodafone
7736,7736,Piplacherra,20-25,F,799256,20-22 Months,Postpaid,1501-2000,>15GB,>1000,201-250,No,No,Yes,No,Banking Services,No,Yes,Yes,Yes,51-100,5,Payment Banking,Yes,>1000,3,Wallet,Yes,No,Live TV,Fantasy,English,3000,No,Idea
7737,7737,Zamania,60-65,M,232327,0-2 Months,Postpaid,201-250,0.5GB-1GB,51-100,101-150,Yes,Yes,No,No,Work,No,No,Yes,No,751-1000,0,Wallet,No,751-1000,2,Wallet,Yes,Yes,Movies,Fantasy,Hindi,3000,No,Vodafone
7738,7738,Devanhalli,50-55,F,562164,4-6 Months,Prepaid,151-200,>15GB,501-750,51-100,Yes,Yes,No,Yes,Banking Services,Yes,No,Yes,Yes,201-250,8,Wallet,Yes,501-750,3,Payment Banking,No,Yes,Shows,Sci-fi,Hindi,5000,Yes,Idea
7739,7739,,45-50,F,486223,12-14 Months,Postpaid,501-750,1GB-1.5GB,301-500,51-100,Yes,Yes,Yes,Yes,Banking Services,No,Yes,No,Yes,501-750,1,Payment Banking,No,501-750,5,Wallet,No,No,Movies,Comedy,Hindi,6000,Yes,Vodafone
7740,7740,Chidabamram,45-50,M,608401,22-24 Months,Prepaid,51-100,2GB-2.5GB,301-500,250-300,No,Yes,Yes,No,Lifestyle,No,No,No,No,301-500,9,Wallet,No,101-150,6,Payment Banking,Yes,Yes,Shows,Drama,Hindi,9000,Yes,Idea
7741,7741,Bulandshahr,40-45,F,203001,12-14 Months,Postpaid,250-300,0GB-0.5GB,201-250,501-750,Yes,No,No,Yes,Travel,Yes,No,No,No,101-150,9,Wallet,Yes,51-100,6,Payment Banking,No,Yes,Shows,Fantasy,Hindi,5000,Yes,Idea
7742,7742,Khagaria,60-65,F,851216,4-6 Months,Postpaid,101-150,1GB-1.5GB,301-500,751-1000,No,Yes,Yes,No,Food,No,No,Yes,No,101-150,1,Wallet,No,151-200,3,Wallet,Yes,No,Movies,Fantasy,Hindi,2000,No,Idea
7743,7743,Raichur,25-30,F,584202,12-14 Months,Prepaid,101-150,>15GB,201-250,301-500,Yes,No,Yes,Yes,Work,Yes,No,Yes,No,250-300,7,Wallet,No,>1000,1,Payment Banking,Yes,Yes,Shows,Thriller,Hindi,1000,No,Vodafone
7744,7744,T Narasipura,30-35,F,571101,14-16 Months,Prepaid,201-250,0GB-0.5GB,101-150,101-150,No,Yes,Yes,No,Work,Yes,No,Yes,No,1-50,7,Payment Banking,Yes,250-300,9,Wallet,Yes,No,Shows,Thriller,English,1500,No,Vodafone
7745,7745,Valangaman,65-70,M,612804,4-6 Months,Prepaid,301-500,7.5GB-10GB,101-150,51-100,No,No,Yes,No,Banking Services,No,Yes,Yes,Yes,>1000,8,Wallet,No,751-1000,7,Payment Banking,Yes,No,Shows,Horror,Hindi,9000,Yes,Vodafone
7746,7746,Rangareddy,45-50,F,501512,6-8 Months,Postpaid,1-50,7.5GB-10GB,301-500,>1000,Yes,No,Yes,No,Lifestyle,Yes,No,No,No,301-500,8,Payment Banking,No,151-200,0,Payment Banking,No,Yes,Movies,Fantasy,Hindi,8000,No,Vodafone
7747,7747,Khariar,50-55,M,766118,12-14 Months,Postpaid,101-150,2GB-2.5GB,51-100,201-250,No,Yes,No,No,Entertainment,Yes,No,Yes,No,201-250,5,Payment Banking,Yes,301-500,9,Wallet,Yes,Yes,Shows,Romance,Hindi,3000,Yes,Vodafone
7748,7748,Gadag,20-25,M,582205,20-22 Months,Prepaid,1-50,5GB-7.5GB,201-250,151-200,Yes,Yes,No,No,Work,Yes,No,Yes,Yes,>1000,2,Wallet,Yes,201-250,2,Payment Banking,No,Yes,Shows,Thriller,English,1000,Yes,Idea
7749,7749,Bhilwara,40-45,M,311403,14-16 Months,Prepaid,751-1000,2.5GB-5GB,101-150,751-1000,Yes,Yes,No,No,Shopping,No,No,No,Yes,151-200,5,Payment Banking,Yes,1-50,3,Payment Banking,Yes,Yes,Live TV,Action,English,500,Yes,Idea
7750,7750,Mohol,30-35,F,413214,2-4 Months,Postpaid,250-300,1GB-1.5GB,751-1000,201-250,Yes,No,Yes,Yes,Healthcare,Yes,No,No,Yes,151-200,3,Payment Banking,Yes,250-300,2,Wallet,No,No,Movies,Fantasy,Hindi,5000,No,Vodafone
7751,7751,Aluva,30-35,F,683587,18-20 Months,Postpaid,1001-1500,0.5GB-1GB,51-100,201-250,No,Yes,Yes,Yes,Entertainment,No,Yes,Yes,Yes,1-50,5,Payment Banking,No,201-250,7,Wallet,No,Yes,Movies,Action,English,8000,No,Vodafone
7752,7752,Nadoti,30-35,F,322213,2-4 Months,Postpaid,751-1000,0GB-0.5GB,501-750,301-500,No,No,No,Yes,Lifestyle,No,No,No,Yes,101-150,8,Wallet,Yes,501-750,0,Payment Banking,Yes,No,Live TV,Comedy,Hindi,5000,Yes,Idea
7753,7753,Manwath,25-30,F,431505,20-22 Months,Postpaid,301-500,1GB-1.5GB,101-150,151-200,Yes,Yes,No,No,Entertainment,Yes,Yes,No,Yes,250-300,8,Payment Banking,No,201-250,6,Payment Banking,Yes,Yes,Movies,Horror,Hindi,5000,No,Idea
7754,7754,Jath,30-35,F,416404,6-8 Months,Postpaid,501-750,5GB-7.5GB,51-100,1-50,Yes,Yes,Yes,No,Banking Services,No,No,Yes,Yes,151-200,4,Payment Banking,No,751-1000,8,Wallet,Yes,Yes,Shows,Fantasy,Hindi,2000,Yes,Vodafone
7755,7755,S.rampur,65-70,F,767023,10-12 Months,Prepaid,751-1000,10GB-15GB,1-50,751-1000,Yes,No,No,No,Travel,No,Yes,Yes,No,751-1000,3,Payment Banking,Yes,301-500,5,Payment Banking,No,No,Shows,Fantasy,Hindi,6000,Yes,Idea
7756,7756,Ajmer,35-40,M,305021,20-22 Months,Postpaid,201-250,10GB-15GB,751-1000,1-50,Yes,No,Yes,Yes,,Yes,No,No,No,250-300,3,Payment Banking,Yes,751-1000,2,Payment Banking,No,No,Movies,Drama,Hindi,500,Yes,Idea
7757,7757,Vemuru,45-50,F,522261,10-12 Months,Prepaid,1001-1500,0.5GB-1GB,101-150,51-100,Yes,Yes,Yes,Yes,Travel,No,No,No,No,>1000,4,Payment Banking,No,250-300,6,Wallet,No,Yes,Movies,Thriller,English,1500,Yes,Vodafone
7758,7758,Tirur,55-60,F,676562,12-14 Months,Postpaid,1001-1500,10GB-15GB,51-100,301-500,No,No,No,No,Shopping,No,Yes,Yes,Yes,301-500,2,Wallet,No,>1000,1,Payment Banking,No,Yes,Live TV,Sci-fi,English,6000,Yes,Idea
7759,7759,,60-65,F,743368,22-24 Months,Postpaid,501-750,>15GB,301-500,751-1000,Yes,Yes,Yes,Yes,Food,Yes,No,Yes,Yes,151-200,1,Payment Banking,Yes,201-250,5,Wallet,No,Yes,Shows,Action,Hindi,3000,Yes,Vodafone
7760,7760,Gobindapur,65-70,F,743273,4-6 Months,Postpaid,1501-2000,10GB-15GB,1-50,>1000,No,No,Yes,No,Lifestyle,Yes,No,Yes,No,751-1000,8,Payment Banking,No,751-1000,1,Wallet,Yes,No,Shows,Sci-fi,English,2000,No,Idea
7761,7761,Jehanabad,30-35,F,804422,12-14 Months,Postpaid,1001-1500,2.5GB-5GB,151-200,51-100,Yes,Yes,Yes,No,Food,No,No,No,Yes,101-150,4,Wallet,No,250-300,5,Payment Banking,Yes,No,Shows,Romance,Hindi,1500,Yes,Vodafone
7762,7762,Vilavancode,55-60,F,629193,4-6 Months,Prepaid,751-1000,1.5GB-2GB,151-200,151-200,No,No,No,Yes,Work,Yes,No,No,No,>1000,4,Payment Banking,No,201-250,4,Wallet,No,Yes,Shows,Horror,English,10000,No,Idea
7763,7763,Muzaffrabad`,40-45,M,247120,2-4 Months,Prepaid,1-50,>15GB,>1000,751-1000,Yes,Yes,No,No,Shopping,Yes,No,No,Yes,>1000,9,Wallet,Yes,1-50,3,Wallet,Yes,No,Live TV,Horror,English,8000,Yes,Vodafone
7764,7764,Bihaguri,20-25,F,784153,14-16 Months,Postpaid,751-1000,>15GB,501-750,501-750,No,Yes,Yes,Yes,Food,No,No,Yes,No,101-150,7,Wallet,No,51-100,1,Wallet,No,No,Live TV,Comedy,English,1000,No,Vodafone
7765,7765,Kulpi,50-55,M,743336,2-4 Months,Prepaid,1001-1500,2.5GB-5GB,>1000,1-50,No,Yes,Yes,No,Lifestyle,Yes,Yes,No,No,301-500,0,Payment Banking,No,301-500,3,Payment Banking,No,Yes,Movies,Romance,English,1000,No,Idea
7766,7766,Araria,65-70,F,854335,20-22 Months,Postpaid,301-500,7.5GB-10GB,101-150,51-100,No,No,Yes,Yes,,No,No,Yes,Yes,201-250,0,Payment Banking,No,301-500,0,Wallet,Yes,No,Shows,Comedy,English,2500,Yes,Vodafone
7767,7767,Ranirbazar,30-35,F,799035,8-10 Months,Prepaid,1501-2000,2.5GB-5GB,501-750,250-300,Yes,No,Yes,No,Entertainment,Yes,No,No,No,101-150,4,Payment Banking,No,>1000,1,Payment Banking,Yes,Yes,Live TV,Comedy,Hindi,8000,Yes,Idea
7768,7768,Salem,20-25,M,636308,22-24 Months,Postpaid,1-50,0.5GB-1GB,201-250,501-750,Yes,No,Yes,No,Healthcare,No,Yes,Yes,No,151-200,1,Payment Banking,Yes,501-750,6,Payment Banking,Yes,No,Live TV,Fantasy,Hindi,2000,Yes,Vodafone
7769,7769,Dhar,20-25,M,454001,6-8 Months,Postpaid,151-200,2GB-2.5GB,>1000,501-750,No,No,Yes,No,Travel,No,Yes,Yes,No,>1000,1,Wallet,Yes,51-100,2,Payment Banking,Yes,No,Shows,Thriller,Hindi,2500,No,Idea
7770,7770,Tiruchengode,30-35,M,637503,8-10 Months,Postpaid,751-1000,5GB-7.5GB,501-750,501-750,No,Yes,No,Yes,Banking Services,No,Yes,No,Yes,250-300,6,Wallet,No,1-50,7,Payment Banking,Yes,No,Shows,Comedy,English,500,No,Idea
7771,7771,Kozhikode,35-40,F,673604,18-20 Months,Prepaid,751-1000,10GB-15GB,1-50,501-750,Yes,Yes,No,Yes,,Yes,No,Yes,No,>1000,1,Wallet,Yes,250-300,2,Wallet,Yes,Yes,Movies,Horror,Hindi,1500,Yes,Idea
7772,7772,Turrur,55-60,M,506163,10-12 Months,Postpaid,101-150,7.5GB-10GB,301-500,250-300,Yes,No,Yes,No,Lifestyle,No,No,Yes,No,250-300,3,Wallet,No,>1000,4,Payment Banking,No,No,Live TV,Horror,Hindi,2000,No,Vodafone
7773,7773,Nandghat,35-40,F,491340,18-20 Months,Postpaid,250-300,2.5GB-5GB,151-200,151-200,Yes,Yes,No,No,Food,No,No,No,No,101-150,0,Payment Banking,Yes,51-100,0,Payment Banking,Yes,Yes,Shows,Horror,Hindi,8000,Yes,Vodafone
7774,7774,Jaipur,50-55,F,302040,10-12 Months,Prepaid,301-500,10GB-15GB,751-1000,51-100,Yes,Yes,No,Yes,Work,No,Yes,Yes,No,751-1000,0,Payment Banking,No,501-750,1,Wallet,Yes,Yes,Movies,Horror,Hindi,4000,Yes,Idea
7775,7775,Fatehabad,60-65,M,125111,8-10 Months,Postpaid,1501-2000,2.5GB-5GB,151-200,501-750,Yes,No,No,Yes,,No,No,Yes,Yes,301-500,3,Wallet,Yes,>1000,2,Payment Banking,No,Yes,Movies,Fantasy,English,1000,Yes,Idea
7776,7776,Lalganj,25-30,F,276301,14-16 Months,Postpaid,101-150,7.5GB-10GB,250-300,201-250,Yes,No,No,Yes,Banking Services,Yes,Yes,No,No,751-1000,8,Payment Banking,No,1-50,0,Wallet,No,Yes,Live TV,Romance,English,10000,No,Idea
7777,7777,Ongole,50-55,F,523212,12-14 Months,Prepaid,250-300,0.5GB-1GB,301-500,>1000,Yes,No,Yes,Yes,Lifestyle,Yes,Yes,Yes,Yes,751-1000,0,Wallet,Yes,1-50,6,Payment Banking,Yes,Yes,Movies,Sci-fi,Hindi,6000,Yes,Idea
7778,7778,Nighasan,40-45,M,262905,10-12 Months,Prepaid,501-750,0.5GB-1GB,201-250,201-250,No,No,Yes,Yes,Work,Yes,Yes,No,No,51-100,5,Wallet,No,201-250,7,Wallet,Yes,Yes,Live TV,Comedy,Hindi,10000,Yes,Vodafone
7779,7779,Kodur,35-40,F,516101,14-16 Months,Postpaid,201-250,0GB-0.5GB,51-100,501-750,Yes,No,No,No,Banking Services,No,No,Yes,Yes,501-750,8,Wallet,No,151-200,3,Wallet,Yes,No,Movies,Drama,Hindi,8000,Yes,Vodafone
7780,7780,Gopalganj,50-55,M,841405,10-12 Months,Postpaid,1501-2000,0.5GB-1GB,1-50,1-50,Yes,Yes,Yes,No,Travel,Yes,Yes,Yes,Yes,151-200,1,Payment Banking,No,101-150,1,Wallet,No,No,Shows,Romance,English,4000,Yes,Idea
7781,7781,Kurnool,20-25,F,518508,14-16 Months,Prepaid,301-500,2.5GB-5GB,751-1000,101-150,No,No,Yes,No,Food,Yes,Yes,No,Yes,751-1000,1,Payment Banking,Yes,51-100,6,Payment Banking,Yes,No,Live TV,Romance,English,5000,Yes,Vodafone
7782,7782,Melli,35-40,F,737128,2-4 Months,Postpaid,1-50,0GB-0.5GB,201-250,501-750,No,Yes,No,No,Lifestyle,Yes,No,No,No,301-500,9,Payment Banking,Yes,101-150,5,Payment Banking,Yes,Yes,Live TV,Sci-fi,Hindi,2500,No,Vodafone
7783,7783,Kelapur,30-35,F,445305,10-12 Months,Prepaid,101-150,7.5GB-10GB,>1000,301-500,No,No,No,Yes,Entertainment,Yes,No,No,No,501-750,2,Payment Banking,Yes,1-50,0,Payment Banking,Yes,No,Live TV,Thriller,Hindi,1000,No,Vodafone
7784,7784,Bikapur,40-45,F,224204,22-24 Months,Prepaid,1501-2000,5GB-7.5GB,301-500,250-300,No,No,No,Yes,Work,No,Yes,No,Yes,51-100,1,Payment Banking,Yes,151-200,0,Wallet,Yes,Yes,Shows,Comedy,Hindi,1000,Yes,Idea
7785,7785,Balod,30-35,F,491226,20-22 Months,Postpaid,101-150,1.5GB-2GB,151-200,301-500,Yes,No,Yes,Yes,Travel,No,Yes,Yes,No,250-300,4,Payment Banking,No,250-300,1,Payment Banking,No,Yes,Shows,Sci-fi,English,5000,Yes,Vodafone
7786,7786,Sirmour,50-55,F,486111,6-8 Months,Postpaid,151-200,2GB-2.5GB,101-150,751-1000,No,No,Yes,Yes,Entertainment,No,No,Yes,Yes,751-1000,3,Payment Banking,No,51-100,4,Payment Banking,No,Yes,Shows,Horror,English,2500,Yes,Vodafone
7787,7787,Nyapin,55-60,F,791118,14-16 Months,Postpaid,51-100,1.5GB-2GB,>1000,101-150,No,Yes,Yes,No,,No,Yes,Yes,No,751-1000,6,Wallet,Yes,51-100,5,Payment Banking,Yes,Yes,Live TV,Fantasy,English,5000,No,Vodafone
7788,7788,Shahuwadi,20-25,F,415101,4-6 Months,Postpaid,501-750,7.5GB-10GB,101-150,501-750,Yes,No,No,Yes,Healthcare,No,Yes,Yes,Yes,1-50,6,Payment Banking,No,51-100,0,Wallet,No,Yes,Live TV,Romance,English,1000,Yes,Vodafone
7789,7789,Atreyapuram,65-70,F,533235,18-20 Months,Postpaid,501-750,0GB-0.5GB,101-150,501-750,No,Yes,Yes,Yes,Shopping,Yes,Yes,No,Yes,201-250,8,Wallet,Yes,301-500,9,Wallet,Yes,Yes,Movies,Sci-fi,English,7000,Yes,Vodafone
7790,7790,Jajpur,30-35,M,755011,18-20 Months,Postpaid,1501-2000,>15GB,>1000,101-150,No,Yes,No,No,Travel,Yes,No,Yes,Yes,51-100,6,Payment Banking,No,>1000,5,Wallet,No,Yes,Live TV,Thriller,Hindi,3000,No,Idea
7791,7791,,35-40,F,143105,14-16 Months,Prepaid,151-200,10GB-15GB,>1000,1-50,No,No,Yes,No,Work,Yes,No,No,No,201-250,8,Wallet,No,751-1000,7,Wallet,Yes,Yes,Shows,Thriller,Hindi,5000,Yes,Vodafone
7792,7792,Chanchal,35-40,F,732204,16-18 Months,Prepaid,1001-1500,5GB-7.5GB,501-750,250-300,No,Yes,Yes,Yes,Banking Services,Yes,No,Yes,No,301-500,6,Wallet,No,201-250,0,Wallet,No,No,Shows,Fantasy,Hindi,2000,No,Idea
7793,7793,Akola,65-70,F,444106,16-18 Months,Postpaid,501-750,1GB-1.5GB,101-150,751-1000,Yes,No,No,Yes,Travel,Yes,No,Yes,Yes,751-1000,8,Payment Banking,Yes,51-100,5,Wallet,Yes,Yes,Shows,Comedy,English,4000,No,Idea
7794,7794,Nawanshahar,45-50,M,144514,20-22 Months,Prepaid,501-750,1.5GB-2GB,151-200,151-200,Yes,Yes,No,No,Entertainment,Yes,No,No,No,250-300,2,Wallet,Yes,751-1000,8,Wallet,Yes,No,Live TV,Drama,English,5000,Yes,Vodafone
7795,7795,Villupuram,30-35,M,605602,4-6 Months,Prepaid,501-750,0.5GB-1GB,151-200,201-250,Yes,No,No,Yes,Shopping,Yes,No,No,Yes,>1000,4,Wallet,Yes,201-250,2,Payment Banking,Yes,Yes,Live TV,Romance,English,5000,Yes,Vodafone
7796,7796,Banswara,45-50,M,327001,4-6 Months,Postpaid,1501-2000,2.5GB-5GB,501-750,501-750,Yes,No,Yes,No,Healthcare,Yes,Yes,No,No,151-200,0,Wallet,No,101-150,8,Payment Banking,No,No,Live TV,Horror,Hindi,3000,Yes,Idea
7797,7797,Amrabad,55-60,M,509201,6-8 Months,Postpaid,151-200,1.5GB-2GB,751-1000,301-500,Yes,Yes,No,No,Entertainment,Yes,Yes,No,Yes,>1000,9,Payment Banking,No,250-300,7,Wallet,Yes,No,Live TV,Fantasy,English,500,Yes,Vodafone
7798,7798,Hisar,55-60,F,125005,18-20 Months,Prepaid,1001-1500,2GB-2.5GB,151-200,250-300,No,Yes,No,No,Work,Yes,Yes,Yes,Yes,250-300,8,Payment Banking,Yes,501-750,6,Payment Banking,Yes,No,Movies,Sci-fi,English,7000,No,Vodafone
7799,7799,Raver,20-25,F,425508,0-2 Months,Prepaid,1001-1500,2.5GB-5GB,250-300,250-300,Yes,Yes,No,No,Healthcare,Yes,No,No,No,501-750,4,Wallet,No,51-100,1,Wallet,No,No,Movies,Action,Hindi,4000,No,Vodafone
7800,7800,Sindgi,50-55,F,586123,12-14 Months,Postpaid,250-300,>15GB,201-250,501-750,No,Yes,Yes,Yes,Food,Yes,Yes,No,Yes,250-300,0,Payment Banking,Yes,151-200,4,Payment Banking,Yes,No,Shows,Romance,Hindi,3000,Yes,Idea
7801,7801,Beed,60-65,M,431126,0-2 Months,Postpaid,151-200,1GB-1.5GB,250-300,1-50,No,Yes,No,No,Healthcare,No,Yes,Yes,No,1-50,2,Wallet,No,151-200,4,Wallet,Yes,No,Live TV,Drama,English,2500,Yes,Vodafone
7802,7802,Kannur,20-25,M,670301,8-10 Months,Prepaid,51-100,0.5GB-1GB,751-1000,>1000,No,Yes,Yes,Yes,Banking Services,No,Yes,No,No,201-250,1,Wallet,No,201-250,5,Payment Banking,No,No,Live TV,Comedy,Hindi,5000,No,Idea
7803,7803,Shikarpur,35-40,M,577428,2-4 Months,Prepaid,501-750,1GB-1.5GB,51-100,101-150,No,Yes,No,No,Work,No,Yes,No,Yes,751-1000,5,Payment Banking,Yes,101-150,5,Wallet,No,No,Movies,Comedy,English,10000,No,Vodafone
7804,7804,Tarabganj,50-55,M,271319,18-20 Months,Postpaid,1-50,10GB-15GB,201-250,501-750,Yes,No,Yes,No,Work,No,No,No,No,151-200,4,Wallet,No,151-200,6,Payment Banking,Yes,No,Shows,Fantasy,Hindi,7000,No,Vodafone
7805,7805,Akkalkot,60-65,F,413227,4-6 Months,Postpaid,151-200,5GB-7.5GB,151-200,1-50,No,Yes,Yes,No,Work,Yes,Yes,Yes,Yes,51-100,8,Wallet,No,1-50,2,Payment Banking,No,Yes,Movies,Romance,English,9000,No,Vodafone
7806,7806,Jainagar,65-70,F,847226,16-18 Months,Prepaid,1-50,2GB-2.5GB,101-150,151-200,No,No,No,No,Entertainment,No,No,No,No,250-300,4,Payment Banking,No,201-250,1,Payment Banking,Yes,Yes,Shows,Fantasy,English,1000,Yes,Idea
7807,7807,Nakashipara,55-60,F,741137,14-16 Months,Prepaid,151-200,0.5GB-1GB,>1000,151-200,Yes,No,No,No,Shopping,Yes,No,No,No,301-500,2,Payment Banking,Yes,51-100,3,Wallet,Yes,No,Movies,Comedy,Hindi,4000,Yes,Idea
7808,7808,Paranda,60-65,M,413505,18-20 Months,Prepaid,301-500,2GB-2.5GB,51-100,501-750,No,Yes,No,No,Lifestyle,No,No,Yes,Yes,501-750,2,Wallet,No,201-250,8,Payment Banking,No,Yes,Shows,Action,English,1000,Yes,Idea
7809,7809,Araria,45-50,F,854318,0-2 Months,Prepaid,101-150,>15GB,301-500,151-200,No,Yes,Yes,No,Banking Services,No,Yes,No,No,301-500,0,Wallet,Yes,1-50,3,Payment Banking,Yes,No,Shows,Horror,Hindi,500,Yes,Idea
